order_id,order_date,status,fulfilment,category,quantity,amount,ship_state
402-3020801-9225151,2022-04-30,Cancelled,Amazon,Set,1,597,KERALA
403-3917470-4280308,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,487,TAMIL NADU
403-3917470-4280308,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,363,TAMIL NADU
171-2628906-0061939,2022-04-30,Shipped,Amazon,kurta,1,459,DELHI
406-3009249-7653118,2022-04-30,Shipped,Amazon,kurta,1,486,ANDHRA PRADESH
171-6395980-8828309,2022-04-30,Shipped,Amazon,kurta,1,568,ANDHRA PRADESH
404-1435490-1121140,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,562,KARNATAKA
402-7913336-9467565,2022-04-30,Shipped,Amazon,Set,1,995,UTTAR PRADESH
408-7264030-5002700,2022-04-30,Cancelled,Amazon,Set,1,1112,BIHAR
408-9019983-8862750,2022-04-30,Shipped,Amazon,Set,1,635,DELHI
405-1990663-9192363,2022-04-30,Shipped,Amazon,kurta,1,399,UTTARAKHAND
403-5876876-0701925,2022-04-30,Shipped,Amazon,kurta,1,363,TAMIL NADU
405-1437048-4974713,2022-04-30,Cancelled,Amazon,Set,0,,JHARKHAND
402-9348518-5984354,2022-04-30,Cancelled,Amazon,kurta,0,,RAJASTHAN
402-9348518-5984354,2022-04-30,Cancelled,Amazon,kurta,0,,RAJASTHAN
406-8892825-4377127,2022-04-30,Cancelled,Amazon,Set,0,,HARYANA
406-7955475-7819507,2022-04-30,Shipped,Amazon,kurta,1,458,KARNATAKA
405-6675358-3715504,2022-04-30,Shipped,Amazon,Set,1,597,MAHARASHTRA
171-7920358-6691543,2022-04-30,Shipped,Amazon,Set,1,597,KARNATAKA
406-7722012-4093964,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,1249,MADHYA PRADESH
408-7616878-8551517,2022-04-30,Shipped,Amazon,Set,1,801,PUNJAB
408-8068196-8707526,2022-04-30,Cancelled,Amazon,kurta,0,,MAHARASHTRA
407-2512537-5717124,2022-04-30,Shipped,Amazon,kurta,1,393,KARNATAKA
406-3257301-5556318,2022-04-30,Shipped,Amazon,Western Dress,1,744,TAMIL NADU
402-7784273-3159533,2022-04-30,Shipped,Amazon,Top,1,540,RAJASTHAN
403-9745522-7408318,2022-04-30,Shipped,Amazon,Set,1,696,ODISHA
405-7523500-6097912,2022-04-30,Shipped,Amazon,Top,1,512,WEST BENGAL
171-0947491-1860302,2022-04-30,Shipped,Amazon,Set,1,922,MAHARASHTRA
407-9614308-2636322,2022-04-30,Shipped,Amazon,Set,1,818,ANDHRA PRADESH
171-6153595-4758722,2022-04-30,Shipped,Amazon,Set,2,2224,MAHARASHTRA
402-0721169-8180327,2022-04-30,Shipped,Amazon,Set,1,1112,WEST BENGAL
406-9129776-9779513,2022-04-30,Shipped,Amazon,Set,1,792,HIMACHAL PRADESH
406-4276465-0364334,2022-04-30,Shipped,Amazon,Set,1,824,DELHI
402-8123545-4535558,2022-04-30,Cancelled,Merchant,kurta,0,358.1,TAMIL NADU
408-0987613-5525924,2022-04-30,Cancelled,Amazon,Set,0,,BIHAR
406-0038568-0852338,2022-04-30,Shipped,Amazon,Set,1,759,WEST BENGAL
403-5684700-6277902,2022-04-30,Shipped,Amazon,Western Dress,1,744,TELANGANA
403-2561797-6193141,2022-04-30,Shipped,Amazon,Set,1,1140,WEST BENGAL
406-4980665-9833930,2022-04-30,Shipped,Amazon,Western Dress,1,625,TELANGANA
405-9201316-2870743,2022-04-30,Shipped - Delivered to Buyer,Merchant,Top,1,518,MAHARASHTRA
408-7966317-7457928,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,759,DELHI
171-0983521-4425145,2022-04-30,Shipped,Amazon,Western Dress,1,744,TELANGANA
403-5847066-2369918,2022-04-30,Shipped,Amazon,Set,1,1112,UTTAR PRADESH
404-9771516-3764302,2022-04-30,Shipped,Amazon,Set,1,1140,WEST BENGAL
405-0534257-8109938,2022-04-30,Shipped,Amazon,kurta,1,486,DELHI
171-5702903-4981901,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,888,UTTAR PRADESH
406-6474243-1265115,2022-04-30,Shipped,Amazon,Set,1,666,LADAKH
405-3523941-5355524,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,487,TELANGANA
405-3523941-5355524,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,597,TELANGANA
403-5082537-8368348,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,363,KARNATAKA
408-5947919-3506726,2022-04-30,Shipped,Amazon,Top,1,512,MAHARASHTRA
408-6114783-6199528,2022-04-30,Shipped,Amazon,Western Dress,1,377,UTTAR PRADESH
408-6114783-6199528,2022-04-30,Shipped,Amazon,Western Dress,1,377,UTTAR PRADESH
408-9630926-2785104,2022-04-30,Cancelled,Amazon,Set,0,,ODISHA
403-5342526-7867558,2022-04-30,Cancelled,Merchant,kurta,0,,HARYANA
404-2255125-4533134,2022-04-30,Shipped,Amazon,Set,1,967,TAMIL NADU
171-5594281-0212357,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,788,MEGHALAYA
405-6041428-1576346,2022-04-30,Cancelled,Amazon,Set,0,,HARYANA
405-5933927-3375545,2022-04-30,Cancelled,Merchant,Set,0,1058.93,HARYANA
405-5933927-3375545,2022-04-30,Cancelled,Merchant,Set,0,1249.11,HARYANA
405-3785331-3948333,2022-04-30,Shipped,Amazon,Set,1,597,TELANGANA
404-8711304-7038702,2022-04-30,Shipped,Amazon,Set,1,1112,TELANGANA
405-2872303-9941933,2022-04-30,Cancelled,Merchant,kurta,0,700.96,Gujarat
402-6464284-9643538,2022-04-30,Shipped,Amazon,Set,1,1213,UTTAR PRADESH
405-7534473-2900341,2022-04-30,Shipped,Amazon,kurta,1,517,ODISHA
407-2944929-6438702,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,662,ANDHRA PRADESH
171-0362861-1228360,2022-04-30,Shipped,Amazon,kurta,1,568,ANDHRA PRADESH
404-5775216-5570767,2022-04-30,Shipped,Amazon,kurta,1,476,RAJASTHAN
171-2754000-1881907,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,316,KARNATAKA
408-2784061-1695540,2022-04-30,Shipped,Amazon,kurta,1,486,HIMACHAL PRADESH
403-8794854-0523518,2022-04-30,Shipped,Amazon,kurta,1,517,TELANGANA
404-4680896-8003501,2022-04-30,Cancelled,Amazon,Set,1,1186,MAHARASHTRA
405-8314081-3929157,2022-04-30,Shipped,Amazon,kurta,1,376,TELANGANA
406-1694518-5618746,2022-04-30,Cancelled,Amazon,Top,0,,CHHATTISGARH
408-5094125-1397968,2022-04-30,Shipped,Amazon,Set,1,715,DELHI
402-6569321-5308311,2022-04-30,Shipped,Amazon,Set,1,1065,MAHARASHTRA
406-5828889-4813915,2022-04-30,Shipped,Amazon,Western Dress,1,744,UTTAR PRADESH
402-4832715-9188334,2022-04-30,Shipped,Amazon,kurta,1,399,WEST BENGAL
408-9898972-5365901,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,1099,TELANGANA
408-7275140-3593905,2022-04-30,Shipped,Amazon,Western Dress,1,744,MAHARASHTRA
405-7907546-1330739,2022-04-30,Shipped,Amazon,kurta,1,329,DADRA AND NAGAR
405-7732656-4733913,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,362,DADRA AND NAGAR
405-7732656-4733913,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,342,DADRA AND NAGAR
405-7732656-4733913,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,363,DADRA AND NAGAR
171-5431988-8713937,2022-04-30,Shipped,Amazon,kurta,1,459,MAHARASHTRA
171-6687746-4020351,2022-04-30,Shipped,Amazon,Set,1,888,UTTAR PRADESH
403-3045245-2207560,2022-04-30,Shipped,Amazon,kurta,1,376,DELHI
405-4991185-1773106,2022-04-30,Shipped,Amazon,Set,1,599,MAHARASHTRA
403-6782192-8968326,2022-04-30,Shipped,Amazon,Set,1,916,TAMIL NADU
171-6640050-9516349,2022-04-30,Shipped,Amazon,kurta,1,329,TAMIL NADU
402-5014156-9264316,2022-04-30,Cancelled,Amazon,kurta,0,,TELANGANA
408-8342548-5107567,2022-04-30,Shipped,Amazon,Set,1,626,HIMACHAL PRADESH
404-7769149-3935539,2022-04-30,Shipped,Amazon,Western Dress,1,725,WEST BENGAL
402-5903377-6817119,2022-04-30,Cancelled,Amazon,kurta,0,,KARNATAKA
405-6584819-2669165,2022-04-30,Shipped,Amazon,Set,1,1112,RAJASTHAN
405-9099443-7445111,2022-04-30,Cancelled,Amazon,Set,0,,UTTAR PRADESH
408-3810333-4165930,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,329,DELHI
405-0881145-7742744,2022-04-30,Shipped,Amazon,Top,1,487,TELANGANA
403-7153786-2898705,2022-04-30,Shipped,Amazon,Set,1,801,MADHYA PRADESH
408-2042136-9817130,2022-04-30,Shipped,Amazon,kurta,1,352,KARNATAKA
408-2042136-9817130,2022-04-30,Shipped,Amazon,kurta,1,442,KARNATAKA
407-8176931-5052349,2022-04-30,Cancelled,Merchant,kurta,0,280.95,TAMIL NADU
407-3305249-3442711,2022-04-30,Cancelled,Amazon,kurta,1,283,TAMIL NADU
403-5215681-9527524,2022-04-30,Shipped,Amazon,Set,1,654,ANDHRA PRADESH
408-3749874-2210712,2022-04-30,Shipped,Amazon,kurta,1,399,ASSAM
406-6143137-4946754,2022-04-30,Shipped,Amazon,Blouse,1,419,TELANGANA
403-3797724-0896348,2022-04-30,Shipped,Amazon,Set,1,654,MAHARASHTRA
407-3778695-8884327,2022-04-30,Shipped,Amazon,Western Dress,1,744,KARNATAKA
402-6454286-3321909,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,399,WEST BENGAL
402-9138974-2250726,2022-04-30,Shipped,Amazon,kurta,1,452,WEST BENGAL
402-9138974-2250726,2022-04-30,Shipped,Amazon,kurta,1,499,WEST BENGAL
408-4193711-8156307,2022-04-30,Shipped - Delivered to Buyer,Merchant,Blouse,1,0,ASSAM
404-5546156-4947565,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,471,Gujarat
408-0902233-8069950,2022-04-30,Shipped - Returned to Seller,Merchant,kurta,1,0,KARNATAKA
171-7821391-2118700,2022-04-30,Shipped,Amazon,kurta,1,431,KERALA
171-3764328-7297105,2022-04-30,Shipped,Amazon,kurta,1,511,KERALA
406-5700980-4110708,2022-04-30,Shipped,Amazon,Set,1,1463,TAMIL NADU
406-4317049-7021127,2022-04-30,Shipped,Amazon,kurta,1,517,UTTAR PRADESH
408-0738576-5377963,2022-04-30,Shipped,Amazon,kurta,1,399,TELANGANA
171-6112262-4294731,2022-04-30,Cancelled,Amazon,kurta,0,,KERALA
402-0069978-7444377,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,399,TELANGANA
407-6451607-8520320,2022-04-30,Shipped,Amazon,Set,1,788,DELHI
407-6825420-7253915,2022-04-30,Cancelled,Merchant,Top,0,493.33,MAHARASHTRA
171-2497796-8649164,2022-04-30,Shipped,Amazon,Set,1,597,TELANGANA
405-3921640-0927553,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,666,MAHARASHTRA
402-8291421-3780342,2022-04-30,Shipped,Amazon,Set,1,1112,JHARKHAND
402-8291421-3780342,2022-04-30,Shipped,Amazon,Set,1,696,JHARKHAND
407-4549939-3485945,2022-04-30,Shipped,Amazon,Set,1,499,MAHARASHTRA
403-3597087-4521139,2022-04-30,Shipped,Amazon,kurta,1,414,KARNATAKA
171-9016873-6719541,2022-04-30,Shipped,Amazon,Set,1,1099,UTTAR PRADESH
171-3693730-4530754,2022-04-30,Cancelled,Amazon,Set,0,,WEST BENGAL
404-0541321-3023502,2022-04-30,Shipped,Amazon,Set,1,653,MAHARASHTRA
402-1600884-0332308,2022-04-30,Shipped,Amazon,kurta,1,352,ODISHA
402-0229417-2609936,2022-04-30,Shipped,Amazon,Western Dress,1,744,KARNATAKA
403-0131049-2132337,2022-04-30,Shipped,Amazon,kurta,1,399,DELHI
171-4573948-3966741,2022-04-30,Shipped,Amazon,Set,1,1438,BIHAR
171-0211853-1251554,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,1173,BIHAR
404-3699924-2837921,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,459,KARNATAKA
405-0457160-2123517,2022-04-30,Shipped,Amazon,Set,1,922,TAMIL NADU
408-6862973-4520309,2022-04-30,Shipped,Amazon,Set,1,653,MAHARASHTRA
171-7679971-0310752,2022-04-30,Cancelled,Amazon,kurta,1,363,TELANGANA
171-3669717-3172330,2022-04-30,Shipped,Amazon,kurta,1,499,RAJASTHAN
403-9724686-7777903,2022-04-30,Shipped,Amazon,kurta,1,486,Gujarat
403-8306900-1833930,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,692,Gujarat
403-1962150-0618711,2022-04-30,Shipped,Amazon,kurta,1,295,TAMIL NADU
403-1632972-2861963,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,363,TAMIL NADU
403-9533906-1728355,2022-04-30,Shipped,Amazon,kurta,1,399,PUNJAB
171-1269122-8425943,2022-04-30,Shipped,Amazon,Set,1,950,ANDHRA PRADESH
171-2937341-8703561,2022-04-30,Shipped,Amazon,kurta,1,399,KERALA
406-5206188-8892351,2022-04-30,Shipped,Amazon,Western Dress,1,625,ANDHRA PRADESH
405-5228379-1065951,2022-04-30,Shipped,Amazon,Set,1,1115,WEST BENGAL
406-3236326-4964331,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,666,MAHARASHTRA
408-3364449-3401947,2022-04-30,Cancelled,Amazon,Set,0,,MAHARASHTRA
402-7682157-9147503,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,696,TELANGANA
405-1515003-2007535,2022-04-30,Shipped,Amazon,Top,1,519,TELANGANA
408-8569813-9288333,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,1199,MADHYA PRADESH
404-0867714-0772302,2022-04-30,Shipped,Amazon,Set,1,563,TAMIL NADU
404-0867714-0772302,2022-04-30,Shipped,Amazon,kurta,1,399,TAMIL NADU
404-0867714-0772302,2022-04-30,Shipped,Amazon,kurta,1,487,TAMIL NADU
402-1704468-7240327,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,568,TAMIL NADU
406-5757669-2996307,2022-04-30,Shipped,Amazon,kurta,1,399,MAHARASHTRA
407-1492215-2982709,2022-04-30,Shipped,Amazon,kurta,1,291,DELHI
171-2119982-7294757,2022-04-30,Shipped,Amazon,Western Dress,1,744,UTTAR PRADESH
407-1684475-5197113,2022-04-30,Shipped,Amazon,Set,1,696,MAHARASHTRA
404-4568279-0273125,2022-04-30,Shipped,Amazon,Top,1,463,HARYANA
403-9752008-2541919,2022-04-30,Cancelled,Merchant,Top,0,469.52,MAHARASHTRA
403-3896686-3972343,2022-04-30,Shipped,Amazon,Top,1,339,MAHARASHTRA
408-5238024-3207538,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,680,TELANGANA
403-9336057-8075519,2022-04-30,Shipped,Amazon,Set,1,759,HARYANA
406-6070472-3313109,2022-04-30,Shipped,Amazon,Set,1,626,KERALA
407-0828621-5564309,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,399,UTTARAKHAND
402-7281943-2634753,2022-04-30,Shipped,Amazon,Top,1,599,MAHARASHTRA
408-3364643-8111517,2022-04-30,Shipped,Amazon,kurta,1,399,DELHI
402-9327280-6831502,2022-04-30,Shipped,Amazon,Set,1,599,KARNATAKA
405-8803159-2662729,2022-04-30,Shipped,Amazon,kurta,1,291,KARNATAKA
405-8803159-2662729,2022-04-30,Shipped,Amazon,kurta,1,276,KARNATAKA
405-8803159-2662729,2022-04-30,Shipped,Amazon,Set,1,626,KARNATAKA
405-8803159-2662729,2022-04-30,Shipped,Amazon,kurta,1,283,KARNATAKA
405-3441275-4039543,2022-04-30,Shipped - Delivered to Buyer,Merchant,Western Dress,1,725,KARNATAKA
405-3441275-4039543,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,295,KARNATAKA
406-2890663-9523509,2022-04-30,Shipped,Amazon,kurta,1,518,KARNATAKA
402-1430516-9436331,2022-04-30,Shipped,Amazon,kurta,1,399,UTTAR PRADESH
171-7949350-6828319,2022-04-30,Shipped,Amazon,Set,1,852,TAMIL NADU
171-2964083-5815566,2022-04-30,Shipped,Amazon,Set,1,568,UTTAR PRADESH
406-9789934-2845967,2022-04-30,Shipped,Amazon,Western Dress,1,771,TELANGANA
405-9399780-0313164,2022-04-30,Shipped,Amazon,Set,1,1669,UTTAR PRADESH
404-9635079-7600310,2022-04-30,Shipped,Amazon,Top,1,540,JHARKHAND
171-6983189-6050757,2022-04-30,Shipped,Amazon,Set,1,1112,ASSAM
171-6983189-6050757,2022-04-30,Shipped,Amazon,kurta,1,518,ASSAM
171-3884714-3945906,2022-04-30,Shipped,Amazon,Set,1,1115,MAHARASHTRA
171-3884714-3945906,2022-04-30,Shipped,Amazon,Set,1,1112,MAHARASHTRA
171-3884714-3945906,2022-04-30,Shipped,Amazon,kurta,1,399,MAHARASHTRA
405-1693679-3068331,2022-04-30,Shipped,Amazon,kurta,1,476,KERALA
402-4804971-8591532,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,499,DELHI
402-4804971-8591532,2022-04-30,Shipped - Delivered to Buyer,Merchant,Top,1,518,DELHI
405-1597244-8205967,2022-04-30,Shipped,Amazon,kurta,1,486,DELHI
403-9610979-2949958,2022-04-30,Shipped,Amazon,kurta,1,399,WEST BENGAL
405-1911317-3604322,2022-04-30,Shipped,Amazon,Set,1,1260,MANIPUR
404-7251284-9387528,2022-04-30,Shipped,Amazon,Top,1,399,UTTAR PRADESH
403-4512253-4789948,2022-04-30,Shipped,Amazon,Set,1,852,ANDHRA PRADESH
408-1348466-1321955,2022-04-30,Cancelled,Merchant,kurta,0,,KARNATAKA
171-0490216-5028364,2022-04-30,Shipped,Amazon,kurta,1,487,KERALA
406-5421335-3440327,2022-04-30,Cancelled,Amazon,Set,0,,UTTAR PRADESH
405-6836135-6312327,2022-04-30,Shipped - Delivered to Buyer,Merchant,Western Dress,1,413,MAHARASHTRA
171-0689935-4850722,2022-04-30,Shipped,Amazon,Set,1,788,WEST BENGAL
403-9835374-1565102,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,1186,WEST BENGAL
403-8625708-2309901,2022-04-30,Shipped,Amazon,Top,1,396,WEST BENGAL
403-6616419-0658741,2022-04-30,Cancelled,Merchant,kurta,0,659.05,MAHARASHTRA
171-5550949-7914705,2022-04-30,Shipped,Amazon,Set,1,653,KERALA
408-9407260-0749114,2022-04-30,Shipped,Amazon,kurta,1,0,PUDUCHERRY
408-4453138-1209128,2022-04-30,Shipped,Amazon,kurta,1,458,DELHI
402-4934568-7802706,2022-04-30,Shipped,Amazon,kurta,1,487,WEST BENGAL
405-9862364-7636347,2022-04-30,Shipped,Amazon,Set,1,597,KARNATAKA
405-7713713-9002732,2022-04-30,Shipped,Amazon,Set,1,761,KARNATAKA
405-7713713-9002732,2022-04-30,Shipped,Amazon,Set,1,835,KARNATAKA
406-8536478-4581952,2022-04-30,Shipped - Returned to Seller,Merchant,Top,1,518,ODISHA
407-0533151-5470709,2022-04-30,Cancelled,Amazon,kurta,0,,ODISHA
404-6783850-0597940,2022-04-30,Shipped,Amazon,Western Dress,1,721,UTTAR PRADESH
407-3030317-4521947,2022-04-30,Shipped,Amazon,kurta,1,458,KARNATAKA
402-0093786-0156303,2022-04-30,Shipped,Amazon,Set,1,666,MAHARASHTRA
171-3705534-0250736,2022-04-30,Shipped,Amazon,kurta,1,399,BIHAR
408-9408562-5254749,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,1099,WEST BENGAL
403-4739886-5496325,2022-04-30,Shipped,Amazon,kurta,1,353,KERALA
171-9312177-9903551,2022-04-30,Shipped,Amazon,kurta,1,399,MAHARASHTRA
171-3255381-0489121,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,534,MAHARASHTRA
408-4584840-2787538,2022-04-30,Cancelled,Merchant,Set,0,981.25,DELHI
408-5118229-6373917,2022-04-30,Shipped,Amazon,kurta,1,0,TELANGANA
403-0707216-6170737,2022-04-30,Shipped,Amazon,Set,1,657,UTTAR PRADESH
403-3258819-8018763,2022-04-30,Shipped,Amazon,Set,1,626,DELHI
408-2491878-4865146,2022-04-30,Cancelled,Merchant,Set,0,981.25,WEST BENGAL
405-7190860-0329952,2022-04-30,Shipped,Amazon,Western Dress,1,899,WEST BENGAL
402-0164950-5496362,2022-04-30,Cancelled,Amazon,Set,0,,TAMIL NADU
404-3821323-1636305,2022-04-30,Shipped,Amazon,Set,1,597,TAMIL NADU
408-3649698-8803541,2022-04-30,Shipped,Amazon,Set,1,1099,HARYANA
405-3694403-2551528,2022-04-30,Shipped,Amazon,Set,1,788,MAHARASHTRA
405-6593194-1742748,2022-04-30,Shipped,Amazon,kurta,1,459,PUNJAB
403-7086967-7558701,2022-04-30,Shipped,Amazon,Set,1,1186,Gujarat
171-5927080-9153924,2022-04-30,Cancelled,Amazon,Set,1,626,TAMIL NADU
406-5651070-7367520,2022-04-30,Cancelled,Amazon,Western Dress,0,,TELANGANA
405-1952513-5416327,2022-04-30,Cancelled,Amazon,kurta,0,,PUNJAB
406-8112035-0609144,2022-04-30,Shipped,Amazon,kurta,1,329,RAJASTHAN
407-6114533-2816312,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,280,KARNATAKA
407-6002733-2903540,2022-04-30,Shipped,Amazon,kurta,1,249,KARNATAKA
403-1068845-1092310,2022-04-30,Shipped,Amazon,Set,1,818,UTTAR PRADESH
407-3001310-2482707,2022-04-30,Shipped,Amazon,kurta,1,429,KERALA
407-3001310-2482707,2022-04-30,Shipped,Amazon,kurta,1,458,KERALA
402-9024954-3597923,2022-04-30,Cancelled,Amazon,Western Dress,0,,TELANGANA
404-6763777-8680366,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,475,MAHARASHTRA
405-6167247-7769908,2022-04-30,Shipped,Amazon,Set,1,788,JHARKHAND
404-3190952-7345128,2022-04-30,Shipped,Amazon,Western Dress,1,744,KARNATAKA
407-4179560-9885921,2022-04-30,Shipped,Amazon,kurta,1,458,HARYANA
405-4515494-3244302,2022-04-30,Shipped,Amazon,kurta,1,505,TAMIL NADU
404-0812833-5129124,2022-04-30,Shipped,Amazon,Set,1,1186,JAMMU & KASHMIR
403-9928712-6587519,2022-04-30,Shipped,Amazon,Set,1,597,RAJASTHAN
404-5314568-1043519,2022-04-30,Shipped,Amazon,Top,1,463,HARYANA
402-8207665-7247536,2022-04-30,Shipped,Amazon,kurta,1,471,TELANGANA
403-3814019-1141952,2022-04-30,Shipped,Amazon,Set,1,626,Gujarat
403-5049239-4135545,2022-04-30,Shipped,Amazon,kurta,1,399,JHARKHAND
405-6344744-8777959,2022-04-30,Shipped,Amazon,Set,1,788,KARNATAKA
405-0654626-6276321,2022-04-30,Shipped,Amazon,Top,1,751,PUNJAB
403-9647049-8100304,2022-04-30,Cancelled,Amazon,kurta,1,368,UTTAR PRADESH
407-3546546-1957155,2022-04-30,Shipped,Amazon,Western Dress,1,744,TELANGANA
404-4807357-2693108,2022-04-30,Shipped,Amazon,kurta,1,399,MAHARASHTRA
404-4911741-3341902,2022-04-30,Shipped,Amazon,kurta,1,475,TAMIL NADU
404-1580706-8406729,2022-04-30,Shipped,Amazon,kurta,1,475,TAMIL NADU
404-6525036-6681154,2022-04-30,Shipped,Amazon,kurta,1,521,JHARKHAND
408-6862949-2369917,2022-04-30,Shipped,Amazon,Western Dress,1,721,BIHAR
403-4522038-5418732,2022-04-30,Shipped,Amazon,Set,1,788,KARNATAKA
405-9510649-7934734,2022-04-30,Shipped,Amazon,kurta,1,486,KARNATAKA
408-2170248-9556321,2022-04-30,Shipped,Amazon,Set,1,597,ASSAM
171-1747399-1165911,2022-04-30,Shipped,Amazon,Western Dress,1,744,ASSAM
408-1752203-1767518,2022-04-30,Shipped,Amazon,Set,1,939,KARNATAKA
402-6953218-8797919,2022-04-30,Shipped,Amazon,kurta,1,517,JHARKHAND
407-3644990-7729144,2022-04-30,Shipped - Delivered to Buyer,Merchant,Western Dress,1,744,TAMIL NADU
406-9906656-5128304,2022-04-30,Cancelled,Amazon,kurta,0,,UTTAR PRADESH
171-8345794-3569957,2022-04-30,Shipped,Amazon,kurta,1,533,ODISHA
403-9545828-0603523,2022-04-30,Shipped,Amazon,Set,1,563,DELHI
408-8140052-8753913,2022-04-30,Shipped,Amazon,kurta,1,549,KARNATAKA
406-7221225-8921144,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,626,MAHARASHTRA
406-4803324-2221109,2022-04-30,Shipped,Amazon,Set,1,1099,MAHARASHTRA
407-5470882-4765942,2022-04-30,Cancelled,Merchant,Western Dress,0,,TAMIL NADU
403-0373263-7181928,2022-04-30,Shipped,Amazon,Set,1,696,TELANGANA
405-3139781-4240349,2022-04-30,Shipped,Amazon,Set,1,1432,Gujarat
404-4771108-9660348,2022-04-30,Shipped,Amazon,kurta,1,432,TAMIL NADU
407-4616863-5212363,2022-04-30,Shipped,Amazon,Set,1,1338,ASSAM
405-5863149-6577918,2022-04-30,Shipped,Amazon,Set,1,597,KARNATAKA
405-5863149-6577918,2022-04-30,Shipped,Amazon,Set,1,888,KARNATAKA
406-7524766-1454768,2022-04-30,Shipped,Amazon,Set,1,1033,TELANGANA
408-6818789-4965132,2022-04-30,Shipped,Amazon,kurta,1,376,ASSAM
402-1038454-4297969,2022-04-30,Shipped,Amazon,Western Dress,1,885,UTTAR PRADESH
408-8100357-3585904,2022-04-30,Shipped,Amazon,kurta,1,635,ODISHA
402-4372312-4448367,2022-04-30,Cancelled,Amazon,Set,1,597,MADHYA PRADESH
406-3745473-8633147,2022-04-30,Shipped,Amazon,kurta,1,563,MAHARASHTRA
403-1140011-7398736,2022-04-30,Shipped,Amazon,kurta,1,499,BIHAR
403-1140011-7398736,2022-04-30,Shipped,Amazon,kurta,1,549,BIHAR
403-1140011-7398736,2022-04-30,Shipped,Amazon,kurta,1,549,BIHAR
403-1140011-7398736,2022-04-30,Shipped,Amazon,kurta,1,452,BIHAR
171-2789156-5817163,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,449,RAJASTHAN
404-9605291-9790766,2022-04-30,Shipped,Amazon,kurta,1,685,UTTAR PRADESH
408-9259634-7565152,2022-04-30,Shipped - Delivered to Buyer,Merchant,Top,1,391,KERALA
171-2120512-6643534,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,399,ANDHRA PRADESH
408-7767023-9733103,2022-04-30,Shipped,Amazon,Set,1,597,KARNATAKA
402-6159360-3192305,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,249,TAMIL NADU
406-4919920-0965963,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,1099,MAHARASHTRA
402-5821417-6985934,2022-04-30,Shipped,Amazon,Set,1,1099,WEST BENGAL
406-7489606-3781934,2022-04-30,Shipped,Amazon,kurta,1,499,KARNATAKA
408-4543593-8672326,2022-04-30,Shipped,Amazon,Western Dress,1,744,WEST BENGAL
404-3628070-0647500,2022-04-30,Cancelled,Merchant,kurta,0,399.05,TAMIL NADU
404-3628070-0647500,2022-04-30,Cancelled,Merchant,kurta,0,463.81,TAMIL NADU
404-0691443-7069131,2022-04-30,Shipped,Amazon,kurta,1,432,TAMIL NADU
